Country,Region,Year,Happiness.Score,Health.Life.Expectancy,Trust.Government.Corruption,Generosity,Freedom,Social.support,GDP.per.capita
Uganda,"Sub-Saharan Africa",2017,4.08099985122681,0.217632606625557,0.057069718837738,0.325766056776047,0.443185955286026,1.12982773780823,0.381430715322495
Ukraine,"Central and Eastern Europe",2017,4.09600019454956,0.575903952121735,0.0230294708162546,0.270061463117599,0.122974775731564,1.39453756809235,0.89465194940567
"United Arab Emirates","Middle East and Northern Africa",2017,6.64799976348877,0.726798236370087,0.324489563703537,0.3609419465065,0.60834527015686,1.26641023159027,1.62634336948395
"United Kingdom","Western Europe",2017,6.71400022506714,0.805335938930511,0.265428066253662,0.492774158716202,0.508190035820007,1.49646008014679,1.44163393974304
"United States","North America",2017,6.99300003051758,0.77428662776947,0.135638788342476,0.392578780651093,0.505740523338318,1.41992056369781,1.54625928401947
Uruguay,"Latin America and Caribbean",2017,6.4539999961853,0.719216823577881,0.178061872720718,0.175096929073334,0.57939225435257,1.41222786903381,1.21755969524384
Uzbekistan,"Central and Eastern Europe",2017,5.97100019454956,0.498272627592087,0.246528223156929,0.415983647108078,0.658248662948608,1.54896914958954,0.786441087722778
Venezuela,"Latin America and Caribbean",2017,5.25,0.617144227027893,0.0644911229610443,0.0650196298956871,0.153997123241425,1.43133759498596,1.12843120098114
Vietnam,"Southeastern Asia",2017,5.07399988174438,0.652168989181519,0.0876332372426987,0.234968051314354,0.571055591106415,1.27749133110046,0.788547575473785
Yemen,"Middle East and Northern Africa",2017,3.59299993515015,0.310080915689468,0.0567674227058887,0.104125209152699,0.249463722109795,0.93538224697113,0.591683447360992
Zambia,"Sub-Saharan Africa",2017,4.51399993896484,0.257835894823074,0.0782135501503944,0.249580144882202,0.461603492498398,1.00318729877472,0.636406779289246
Zimbabwe,"Sub-Saharan Africa",2017,3.875,0.196763753890991,0.0953753814101219,0.189143493771553,0.336384207010269,1.08309590816498,0.375846534967422
Finland,"Western Europe",2018,7.632,0.874,0.393,0.202,0.681,1.592,1.305
Australia,"Australia and New Zealand",2018,7.272,0.91,0.302,0.361,0.647,1.573,1.34
Bulgaria,"Central and Eastern Europe",2018,4.933,0.712,0.009,0.064,0.359,1.515,1.054
Nepal,"Southern Asia",2018,4.88,0.539,0.078,0.302,0.526,1.228,0.425
Venezuela,"Latin America and Caribbean",2018,4.806,0.657,0.052,0.056,0.133,1.469,0.996
Gabon,"Sub-Saharan Africa",2018,4.758,0.404,0.052,0.032,0.356,1.164,1.036
"Palestinian Territories","Middle East and Northern Africa",2018,4.743,0.602,0.076,0.086,0.266,1.217,0.642
"South Africa","Sub-Saharan Africa",2018,4.724,0.33,0.056,0.103,0.516,1.41,0.94
Iran,"Middle East and Northern Africa",2018,4.707,0.691,0.129,0.282,0.459,0.771,1.059
"Ivory Coast","Sub-Saharan Africa",2018,4.671,0.08,0.103,0.146,0.467,0.872,0.541
Ghana,"Sub-Saharan Africa",2018,4.657,0.337,0.029,0.212,0.499,0.896,0.592
Senegal,"Sub-Saharan Africa",2018,4.631,0.433,0.082,0.138,0.406,1.117,0.429
"United Kingdom","Western Europe",2018,7.19,0.888,0.082,0.262,0.464,1.433,1.244
Laos,"Southeastern Asia",2018,4.623,0.441,0.174,0.23,0.626,1.034,0.72
Tunisia,"Middle East and Northern Africa",2018,4.592,0.69,0.063,0.04,0.271,0.906,0.9
Albania,"Central and Eastern Europe",2018,4.586,0.79,0.032,0.149,0.419,0.817,0.916
"Sierra Leone","Sub-Saharan Africa",2018,4.571,0,0.053,0.238,0.355,0.813,0.256
"Congo (Brazzaville)","Sub-Saharan Africa",2018,4.559,0.343,0.077,0.091,0.514,0.811,0.682
Bangladesh,"Southern Asia",2018,4.5,0.579,0.144,0.153,0.58,0.85,0.532
"Sri Lanka","Southern Asia",2018,4.471,0.672,0.05,0.307,0.585,1.314,0.918
Iraq,"Middle East and Northern Africa",2018,4.456,0.536,0.095,0.148,0.304,0.971,1.01
Mali,"Sub-Saharan Africa",2018,4.447,0.152,0.056,0.139,0.367,1.233,0.37
Namibia,NULL,2018,4.441,0.365,0.064,0.051,0.519,1.281,0.874
Austria,"Western Europe",2018,7.139,0.891,0.224,0.242,0.617,1.504,1.341
Cambodia,"Southeastern Asia",2018,4.433,0.457,0.065,0.256,0.696,1.088,0.549
"Burkina Faso","Sub-Saharan Africa",2018,4.424,0.254,0.128,0.175,0.312,1.097,0.314
Egypt,"Middle East and Northern Africa",2018,4.419,0.553,0.107,0.092,0.312,1.025,0.885
Mozambique,"Sub-Saharan Africa",2018,4.417,0.173,0.158,0.206,0.531,0.902,0.198
Kenya,"Sub-Saharan Africa",2018,4.41,0.454,0.055,0.352,0.504,1.048,0.493
Zambia,"Sub-Saharan Africa",2018,4.377,0.295,0.082,0.221,0.503,1.047,0.562
Mauritania,"Sub-Saharan Africa",2018,4.356,0.292,0.093,0.134,0.129,1.245,0.557
Ethiopia,"Sub-Saharan Africa",2018,4.35,0.391,0.146,0.22,0.452,0.95,0.308
Georgia,"Central and Eastern Europe",2018,4.34,0.643,0.215,0.038,0.375,0.592,0.853
Armenia,"Central and Eastern Europe",2018,4.321,0.666,0.028,0.077,0.26,0.99,0.816
"Costa Rica","Latin America and Caribbean",2018,7.072,0.817,0.101,0.143,0.632,1.459,1.01
Myanmar,"Southeastern Asia",2018,4.308,0.429,0.178,0.598,0.58,1.174,0.682
Chad,"Sub-Saharan Africa",2018,4.301,0.053,0.06,0.181,0.189,0.907,0.358
"Congo (Kinshasa)","Sub-Saharan Africa",2018,4.245,0.204,0.052,0.197,0.312,1.136,0.069
India,"Southern Asia",2018,4.19,0.485,0.093,0.172,0.539,0.747,0.721
Niger,"Sub-Saharan Africa",2018,4.166,0.221,0.099,0.175,0.39,0.867,0.131
Uganda,"Sub-Saharan Africa",2018,4.161,0.237,0.061,0.259,0.45,1.09,0.322
Benin,"Sub-Saharan Africa",2018,4.141,0.24,0.067,0.163,0.44,0.372,0.378
Sudan,"Sub-Saharan Africa",2018,4.139,0.312,0.082,0.134,0.016,1.24,0.605
Ukraine,"Central and Eastern Europe",2018,4.103,0.609,0.011,0.187,0.163,1.413,0.793
Togo,"Sub-Saharan Africa",2018,3.999,0.253,0.101,0.158,0.434,0.474,0.259
Ireland,"Western Europe",2018,6.977,0.876,0.306,0.307,0.614,1.583,1.448
Guinea,"Sub-Saharan Africa",2018,3.964,0.211,0.094,0.185,0.394,0.792,0.344
Lesotho,"Sub-Saharan Africa",2018,3.808,0.079,0.112,0.116,0.423,1.215,0.472
Angola,"Sub-Saharan Africa",2018,3.795,0.269,0.061,0.079,0,1.125,0.73
Madagascar,"Sub-Saharan Africa",2018,3.774,0.402,0.049,0.155,0.221,0.908,0.262
Zimbabwe,"Sub-Saharan Africa",2018,3.692,0.248,0.099,0.132,0.406,1.094,0.357
Afghanistan,"Southern Asia",2018,3.632,0.255,0.036,0.191,0.085,0.537,0.332
Botswana,"Sub-Saharan Africa",2018,3.59,0.417,0.092,0.042,0.557,1.174,1.017
Malawi,"Sub-Saharan Africa",2018,3.587,0.306,0.08,0.21,0.531,0.541,0.186
Haiti,"Latin America and Caribbean",2018,3.582,0.289,0.104,0.392,0.025,0.714,0.315
Liberia,"Sub-Saharan Africa",2018,3.495,0.267,0.03,0.206,0.419,0.858,0.076
Germany,"Western Europe",2018,6.965,0.861,0.28,0.273,0.586,1.474,1.34
Syria,"Middle East and Northern Africa",2018,3.462,0.539,0.144,0.376,0.088,0.382,0.689
Rwanda,"Sub-Saharan Africa",2018,3.408,0.4,0.444,0.2,0.636,0.896,0.332
Yemen,"Middle East and Northern Africa",2018,3.355,0.343,0.064,0.083,0.244,1.073,0.442
Tanzania,"Sub-Saharan Africa",2018,3.303,0.381,0.097,0.27,0.481,0.991,0.455
"South Sudan",NULL,2018,3.254,0.177,0.106,0.224,0.112,0.608,0.337
"Central African Republic","Sub-Saharan Africa",2018,3.083,0.01,0.038,0.218,0.305,0,0.024
Burundi,"Sub-Saharan Africa",2018,2.905,0.145,0.076,0.149,0.065,0.627,0.091
Belgium,"Western Europe",2018,6.927,0.894,0.24,0.188,0.583,1.483,1.324
Luxembourg,"Western Europe",2018,6.91,0.896,0.321,0.196,0.632,1.52,1.576
"United States","North America",2018,6.886,0.819,0.133,0.291,0.547,1.471,1.398
Israel,"Middle East and Northern Africa",2018,6.814,0.883,0.272,0.354,0.533,1.559,1.301
Norway,"Western Europe",2018,7.594,0.861,0.34,0.286,0.686,1.582,1.456
"Czech Republic","Central and Eastern Europe",2018,6.711,0.854,0.034,0.064,0.543,1.489,1.233
Malta,"Western Europe",2018,6.627,0.884,0.142,0.376,0.645,1.525,1.27
France,"Western Europe",2018,6.489,0.908,0.176,0.098,0.52,1.466,1.293
Mexico,"Latin America and Caribbean",2018,6.488,0.761,0.095,0.069,0.479,1.252,1.038
Chile,"Latin America and Caribbean",2018,6.476,0.808,0.061,0.197,0.431,1.331,1.131
Taiwan,"Eastern Asia",2018,6.441,0.857,0.078,0.151,0.418,1.436,1.365
Panama,"Latin America and Caribbean",2018,6.43,0.759,0.063,0.125,0.597,1.438,1.112
Brazil,"Latin America and Caribbean",2018,6.419,0.675,0.088,0.11,0.493,1.474,0.986
Argentina,"Latin America and Caribbean",2018,6.388,0.744,0.054,0.062,0.57,1.468,1.073
Denmark,"Western Europe",2018,7.555,0.868,0.408,0.284,0.683,1.59,1.351
Guatemala,"Latin America and Caribbean",2018,6.382,0.608,0.071,0.179,0.604,1.268,0.781
Uruguay,"Latin America and Caribbean",2018,6.379,0.771,0.155,0.13,0.625,1.459,1.093
Qatar,"Middle East and Northern Africa",2018,6.374,0.748,0.171,0.256,0.654,1.303,1.649
"Saudi Arabia","Middle East and Northern Africa",2018,6.371,0.633,0.127,0.098,0.509,1.331,1.379
Singapore,"Southeastern Asia",2018,6.343,1.008,0.457,0.261,0.631,1.451,1.529
Malaysia,"Southeastern Asia",2018,6.322,0.669,0.059,0.311,0.356,1.258,1.161
Spain,"Western Europe",2018,6.31,0.965,0.074,0.142,0.449,1.538,1.251
Colombia,"Latin America and Caribbean",2018,6.26,0.635,0.039,0.099,0.531,1.439,0.96
"Trinidad & Tobago",NULL,2018,6.192,0.564,0.019,0.171,0.575,1.492,1.223
Slovakia,"Central and Eastern Europe",2018,6.173,0.776,0.014,0.118,0.354,1.537,1.21
Iceland,"Western Europe",2018,7.495,0.914,0.138,0.353,0.677,1.644,1.343
"El Salvador","Latin America and Caribbean",2018,6.167,0.639,0.082,0.065,0.461,1.231,0.806
Nicaragua,"Latin America and Caribbean",2018,6.141,0.7,0.128,0.208,0.527,1.319,0.668
Poland,"Central and Eastern Europe",2018,6.123,0.781,0.064,0.108,0.546,1.448,1.176
Bahrain,"Middle East and Northern Africa",2018,6.105,0.698,0.123,0.243,0.594,1.366,1.338
Uzbekistan,"Central and Eastern Europe",2018,6.096,0.605,0.259,0.328,0.724,1.584,0.719
Kuwait,"Middle East and Northern Africa",2018,6.083,0.675,0.106,0.167,0.554,1.301,1.474
Thailand,"Southeastern Asia",2018,6.072,0.707,0.029,0.364,0.637,1.417,1.016
Italy,"Western Europe",2018,6,0.946,0.028,0.137,0.281,1.501,1.264
Ecuador,"Latin America and Caribbean",2018,5.973,0.736,0.12,0.114,0.556,1.33,0.889
Belize,NULL,2018,5.956,0.474,0.089,0.183,0.593,1.101,0.807
Switzerland,"Western Europe",2018,7.487,0.927,0.357,0.256,0.66,1.549,1.42
Lithuania,"Central and Eastern Europe",2018,5.952,0.716,0.006,0.026,0.35,1.527,1.197
Slovenia,"Central and Eastern Europe",2018,5.948,0.856,0.051,0.16,0.633,1.506,1.219
Romania,"Central and Eastern Europe",2018,5.945,0.726,0.001,0.088,0.528,1.219,1.116
Latvia,"Central and Eastern Europe",2018,5.933,0.671,0.066,0.092,0.363,1.454,1.148
Japan,"Eastern Asia",2018,5.915,0.988,0.15,0.079,0.553,1.462,1.294
Mauritius,"Sub-Saharan Africa",2018,5.891,0.684,0.05,0.245,0.584,1.387,1.09
Jamaica,"Latin America and Caribbean",2018,5.89,0.693,0.031,0.096,0.575,1.493,0.819
"South Korea","Eastern Asia",2018,5.875,0.955,0.051,0.175,0.244,1.204,1.266
"Northern Cyprus",NULL,2018,5.835,0.909,0.154,0.179,0.495,1.211,1.229
Russia,"Central and Eastern Europe",2018,5.81,0.599,0.025,0.065,0.399,1.479,1.151
Netherlands,"Western Europe",2018,7.441,0.878,0.295,0.333,0.638,1.488,1.361
Kazakhstan,"Central and Eastern Europe",2018,5.79,0.631,0.121,0.148,0.454,1.516,1.143
Cyprus,"Western Europe",2018,5.762,0.909,0.035,0.202,0.423,1.191,1.229
Bolivia,"Latin America and Caribbean",2018,5.752,0.508,0.054,0.141,0.606,1.223,0.751
Estonia,"Central and Eastern Europe",2018,5.739,0.737,0.174,0.086,0.553,1.532,1.2
Paraguay,"Latin America and Caribbean",2018,5.681,0.615,0.074,0.162,0.541,1.522,0.835
Peru,"Latin America and Caribbean",2018,5.663,0.674,0.034,0.092,0.53,1.249,0.934
Kosovo,"Central and Eastern Europe",2018,5.662,0.578,0.023,0.274,0.448,1.23,0.855
Moldova,"Central and Eastern Europe",2018,5.64,0.62,0,0.171,0.232,1.301,0.657
Turkmenistan,"Central and Eastern Europe",2018,5.636,0.517,0.037,0.199,0.417,1.533,1.016
Hungary,"Central and Eastern Europe",2018,5.62,0.732,0.022,0.061,0.259,1.401,1.171
Canada,"North America",2018,7.328,0.896,0.291,0.321,0.653,1.532,1.33
Libya,"Middle East and Northern Africa",2018,5.566,0.553,0.148,0.116,0.496,1.35,0.985
Philippines,"Southeastern Asia",2018,5.524,0.513,0.105,0.12,0.643,1.312,0.775
Honduras,"Latin America and Caribbean",2018,5.504,0.622,0.074,0.197,0.459,1.205,0.62
Belarus,"Central and Eastern Europe",2018,5.483,0.7,0.154,0.101,0.307,1.498,1.039
Turkey,"Middle East and Northern Africa",2018,5.483,0.686,0.109,0.106,0.324,1.38,1.148
Pakistan,"Southern Asia",2018,5.472,0.424,0.113,0.216,0.334,0.81,0.652
"Hong Kong","Eastern Asia",2018,5.43,1.03,0.291,0.246,0.524,1.29,1.405
Portugal,"Western Europe",2018,5.41,0.884,0.017,0.055,0.562,1.429,1.188
Serbia,"Central and Eastern Europe",2018,5.398,0.685,0.043,0.134,0.288,1.369,0.975
Greece,"Western Europe",2018,5.358,0.879,0.044,0,0.131,1.202,1.154
"New Zealand","Australia and New Zealand",2018,7.324,0.876,0.389,0.365,0.669,1.601,1.268
Lebanon,"Middle East and Northern Africa",2018,5.358,0.785,0.136,0.214,0.503,1.179,0.965
Montenegro,"Central and Eastern Europe",2018,5.347,0.729,0.081,0.111,0.259,1.279,1.017
Croatia,"Central and Eastern Europe",2018,5.321,0.737,0.039,0.12,0.38,1.161,1.115
"Dominican Republic","Latin America and Caribbean",2018,5.302,0.614,0.106,0.12,0.578,1.441,0.982
Algeria,"Middle East and Northern Africa",2018,5.295,0.687,0.135,0.055,0.077,1.154,0.979
Morocco,"Middle East and Northern Africa",2018,5.254,0.669,0.074,0.026,0.46,0.797,0.779
China,"Eastern Asia",2018,5.246,0.799,0.103,0.029,0.597,1.142,0.989
Azerbaijan,"Central and Eastern Europe",2018,5.201,0.603,0.176,0.031,0.43,1.161,1.024
Tajikistan,"Central and Eastern Europe",2018,5.199,0.598,0.034,0.187,0.292,1.166,0.474
Macedonia,"Central and Eastern Europe",2018,5.185,0.691,0.052,0.173,0.394,1.239,0.959
Sweden,"Western Europe",2018,7.314,0.913,0.383,0.285,0.659,1.501,1.355
Jordan,"Middle East and Northern Africa",2018,5.161,0.645,0.134,0.13,0.468,1.265,0.822
Nigeria,"Sub-Saharan Africa",2018,5.155,0.048,0.032,0.201,0.462,1.172,0.689
Kyrgyzstan,"Central and Eastern Europe",2018,5.131,0.594,0.035,0.281,0.54,1.416,0.53
"Bosnia and Herzegovina","Central and Eastern Europe",2018,5.129,0.758,0,0.216,0.28,1.078,0.915
Mongolia,"Eastern Asia",2018,5.125,0.575,0.032,0.253,0.395,1.517,0.914
Vietnam,"Southeastern Asia",2018,5.103,0.702,0.079,0.177,0.618,1.365,0.715
Indonesia,"Southeastern Asia",2018,5.093,0.522,0.018,0.484,0.538,1.215,0.899
Bhutan,"Southern Asia",2018,5.082,0.527,0.171,0.364,0.541,1.335,0.796
Somalia,NULL,2018,4.982,0.115,0.282,0.238,0.674,0.712,0
Cameroon,"Sub-Saharan Africa",2018,4.975,0.182,0.043,0.183,0.454,0.891,0.535
Afghanistan,"Southern Asia",2019,3.203,0.361,0.025,0.158,0,0.517,0.35
Albania,"Central and Eastern Europe",2019,4.719,0.874,0.027,0.178,0.383,0.848,0.947
Algeria,"Middle East and Northern Africa",2019,5.211,0.785,0.114,0.073,0.086,1.16,1.002
Argentina,"Latin America and Caribbean",2019,6.086,0.881,0.05,0.066,0.471,1.432,1.092
Armenia,"Central and Eastern Europe",2019,4.559,0.815,0.064,0.095,0.283,1.055,0.85
Australia,"Australia and New Zealand",2019,7.228,1.036,0.29,0.332,0.557,1.548,1.372
Austria,"Western Europe",2019,7.246,1.016,0.226,0.244,0.532,1.475,1.376
Azerbaijan,"Central and Eastern Europe",2019,5.208,0.769,0.182,0.035,0.351,1.147,1.043
Bahrain,"Middle East and Northern Africa",2019,6.199,0.871,0.11,0.255,0.536,1.368,1.362
Bangladesh,"Southern Asia",2019,4.456,0.723,0.143,0.166,0.527,0.928,0.562
Belarus,"Central and Eastern Europe",2019,5.323,0.789,0.142,0.094,0.235,1.465,1.067
Belgium,"Western Europe",2019,6.923,0.986,0.21,0.16,0.473,1.504,1.356
Benin,"Sub-Saharan Africa",2019,4.883,0.397,0.082,0.175,0.349,0.437,0.393
Bhutan,"Southern Asia",2019,5.082,0.604,0.167,0.37,0.457,1.321,0.813
Bolivia,"Latin America and Caribbean",2019,5.779,0.706,0.064,0.137,0.511,1.209,0.776
"Bosnia and Herzegovina","Central and Eastern Europe",2019,5.386,0.845,0.006,0.263,0.212,1.212,0.945
Botswana,"Sub-Saharan Africa",2019,3.488,0.538,0.1,0.025,0.455,1.145,1.041
Brazil,"Latin America and Caribbean",2019,6.3,0.802,0.086,0.099,0.39,1.439,1.004
Bulgaria,"Central and Eastern Europe",2019,5.011,0.815,0.004,0.081,0.311,1.513,1.092
"Burkina Faso","Sub-Saharan Africa",2019,4.587,0.38,0.113,0.177,0.255,1.056,0.331
Burundi,"Sub-Saharan Africa",2019,3.775,0.38,0.18,0.176,0.22,0.447,0.046
Cambodia,"Southeastern Asia",2019,4.7,0.637,0.062,0.232,0.609,1.122,0.574
Cameroon,"Sub-Saharan Africa",2019,5.044,0.331,0.037,0.187,0.381,0.91,0.549
Canada,"North America",2019,7.278,1.039,0.308,0.285,0.584,1.505,1.365
"Central African Republic","Sub-Saharan Africa",2019,3.083,0.105,0.035,0.235,0.225,0,0.026
Chad,"Sub-Saharan Africa",2019,4.35,0.192,0.078,0.198,0.174,0.766,0.35
Chile,"Latin America and Caribbean",2019,6.444,0.92,0.056,0.187,0.357,1.369,1.159
China,"Eastern Asia",2019,5.191,0.893,0.1,0.058,0.521,1.125,1.029
Colombia,"Latin America and Caribbean",2019,6.125,0.841,0.034,0.099,0.47,1.41,0.985
Comoros,"Sub-Saharan Africa",2019,3.973,0.505,0.078,0.275,0.142,0.757,0.274
"Congo (Brazzaville)","Sub-Saharan Africa",2019,4.812,0.508,0.093,0.105,0.372,0.799,0.673
"Congo (Kinshasa)","Sub-Saharan Africa",2019,4.418,0.357,0.053,0.212,0.269,1.125,0.094
"Costa Rica","Latin America and Caribbean",2019,7.167,0.963,0.093,0.144,0.558,1.441,1.034
Croatia,"Central and Eastern Europe",2019,5.432,0.914,0.022,0.119,0.296,1.266,1.155
Cyprus,"Western Europe",2019,6.046,1.042,0.041,0.19,0.406,1.223,1.263
"Czech Republic","Central and Eastern Europe",2019,6.852,0.92,0.036,0.046,0.457,1.487,1.269
Denmark,"Western Europe",2019,7.6,0.996,0.41,0.252,0.592,1.573,1.383
"Dominican Republic","Latin America and Caribbean",2019,5.425,0.779,0.101,0.113,0.497,1.401,1.015
Ecuador,"Latin America and Caribbean",2019,6.028,0.868,0.087,0.126,0.498,1.312,0.912
Egypt,"Middle East and Northern Africa",2019,4.166,0.644,0.067,0.076,0.241,1.039,0.913
"El Salvador","Latin America and Caribbean",2019,6.253,0.789,0.074,0.093,0.43,1.242,0.794
Estonia,"Central and Eastern Europe",2019,5.893,0.874,0.161,0.103,0.495,1.528,1.237
Ethiopia,"Sub-Saharan Africa",2019,4.286,0.532,0.1,0.209,0.344,1.033,0.336
Finland,"Western Europe",2019,7.769,0.986,0.393,0.153,0.596,1.587,1.34
France,"Western Europe",2019,6.592,1.045,0.183,0.111,0.436,1.472,1.324
Gabon,"Sub-Saharan Africa",2019,4.799,0.571,0.055,0.043,0.295,1.183,1.057
Gambia,NULL,2019,4.516,0.428,0.167,0.269,0.382,0.939,0.308
Georgia,"Central and Eastern Europe",2019,4.519,0.752,0.164,0.043,0.346,0.666,0.886
Germany,"Western Europe",2019,6.985,0.987,0.265,0.261,0.495,1.454,1.373
Ghana,"Sub-Saharan Africa",2019,4.996,0.486,0.04,0.245,0.381,0.868,0.611
Greece,"Western Europe",2019,5.287,0.999,0.034,0,0.067,1.156,1.181
Guatemala,"Latin America and Caribbean",2019,6.436,0.746,0.078,0.175,0.535,1.269,0.8
Guinea,"Sub-Saharan Africa",2019,4.534,0.375,0.086,0.207,0.332,0.829,0.38
Haiti,"Latin America and Caribbean",2019,3.597,0.449,0.11,0.419,0.026,0.688,0.323
Honduras,"Latin America and Caribbean",2019,5.86,0.828,0.078,0.246,0.507,1.236,0.642
"Hong Kong","Eastern Asia",2019,5.43,1.122,0.287,0.258,0.44,1.277,1.438
Hungary,"Central and Eastern Europe",2019,5.758,0.828,0.02,0.081,0.199,1.41,1.201
Iceland,"Western Europe",2019,7.494,1.026,0.118,0.354,0.591,1.624,1.38
India,"Southern Asia",2019,4.015,0.588,0.085,0.2,0.498,0.765,0.755
Indonesia,"Southeastern Asia",2019,5.192,0.66,0.028,0.498,0.491,1.203,0.931
Iran,"Middle East and Northern Africa",2019,4.548,0.785,0.125,0.27,0.305,0.842,1.1
Iraq,"Middle East and Northern Africa",2019,4.437,0.574,0.089,0.148,0.241,0.98,1.043
Ireland,"Western Europe",2019,7.021,0.999,0.31,0.298,0.516,1.553,1.499
Israel,"Middle East and Northern Africa",2019,7.139,1.029,0.082,0.261,0.371,1.455,1.276
Italy,"Western Europe",2019,6.223,1.039,0.03,0.158,0.231,1.488,1.294
"Ivory Coast","Sub-Saharan Africa",2019,4.944,0.232,0.09,0.154,0.352,0.808,0.569
Jamaica,"Latin America and Caribbean",2019,5.89,0.831,0.028,0.107,0.49,1.478,0.831
Japan,"Eastern Asia",2019,5.886,1.088,0.14,0.069,0.445,1.419,1.327
Jordan,"Middle East and Northern Africa",2019,4.906,0.815,0.13,0.11,0.383,1.225,0.837
Kazakhstan,"Central and Eastern Europe",2019,5.809,0.729,0.096,0.146,0.41,1.508,1.173
Kenya,"Sub-Saharan Africa",2019,4.509,0.581,0.053,0.372,0.431,0.983,0.512
Kosovo,"Central and Eastern Europe",2019,6.1,0.758,0.006,0.262,0.489,1.232,0.882
Kuwait,"Middle East and Northern Africa",2019,6.021,0.808,0.097,0.142,0.493,1.319,1.5
Kyrgyzstan,"Central and Eastern Europe",2019,5.261,0.723,0.023,0.3,0.508,1.438,0.551
Laos,"Southeastern Asia",2019,4.796,0.551,0.164,0.266,0.547,1.03,0.764
Latvia,"Central and Eastern Europe",2019,5.94,0.812,0.064,0.075,0.264,1.465,1.187
Lebanon,"Middle East and Northern Africa",2019,5.197,0.815,0.027,0.166,0.216,1.224,0.987
Lesotho,"Sub-Saharan Africa",2019,3.802,0.168,0.093,0.107,0.359,1.169,0.489
Liberia,"Sub-Saharan Africa",2019,3.975,0.443,0.033,0.233,0.37,0.922,0.073
Libya,"Middle East and Northern Africa",2019,5.525,0.673,0.152,0.133,0.416,1.303,1.044
Lithuania,"Central and Eastern Europe",2019,6.149,0.818,0.042,0.043,0.291,1.515,1.238
Luxembourg,"Western Europe",2019,7.09,1.012,0.316,0.194,0.526,1.479,1.609
Madagascar,"Sub-Saharan Africa",2019,3.933,0.555,0.041,0.169,0.148,0.916,0.274
Malawi,"Sub-Saharan Africa",2019,3.41,0.495,0.089,0.218,0.443,0.56,0.191
Malaysia,"Southeastern Asia",2019,5.339,0.828,0.024,0.26,0.508,1.171,1.221
Mali,"Sub-Saharan Africa",2019,4.39,0.308,0.052,0.153,0.327,1.105,0.385
Malta,"Western Europe",2019,6.726,0.999,0.151,0.375,0.564,1.52,1.3
Mauritania,"Sub-Saharan Africa",2019,4.49,0.489,0.088,0.106,0.066,1.167,0.57
Mauritius,"Sub-Saharan Africa",2019,5.888,0.798,0.06,0.215,0.498,1.402,1.12
Mexico,"Latin America and Caribbean",2019,6.595,0.861,0.073,0.074,0.433,1.323,1.07
Moldova,"Central and Eastern Europe",2019,5.529,0.739,0,0.181,0.245,1.328,0.685
Mongolia,"Eastern Asia",2019,5.285,0.667,0.038,0.235,0.317,1.531,0.948
Montenegro,"Central and Eastern Europe",2019,5.523,0.871,0.08,0.142,0.197,1.361,1.051
Morocco,"Middle East and Northern Africa",2019,5.208,0.782,0.076,0.036,0.418,0.782,0.801
Mozambique,"Sub-Saharan Africa",2019,4.466,0.39,0.138,0.197,0.494,0.986,0.204
Myanmar,"Southeastern Asia",2019,4.36,0.555,0.172,0.566,0.525,1.181,0.71
Namibia,NULL,2019,4.639,0.477,0.056,0.07,0.401,1.313,0.879
Nepal,"Southern Asia",2019,4.913,0.677,0.089,0.285,0.439,1.226,0.446
Netherlands,"Western Europe",2019,7.488,0.999,0.298,0.322,0.557,1.522,1.396
"New Zealand","Australia and New Zealand",2019,7.307,1.026,0.38,0.33,0.585,1.557,1.303
Nicaragua,"Latin America and Caribbean",2019,6.105,0.835,0.127,0.2,0.435,1.325,0.694
Niger,"Sub-Saharan Africa",2019,4.628,0.366,0.102,0.188,0.318,0.774,0.138
Nigeria,"Sub-Saharan Africa",2019,5.265,0.245,0.041,0.215,0.426,1.111,0.696
"North Macedonia",NULL,2019,5.274,0.838,0.034,0.185,0.345,1.294,0.983
"Northern Cyprus",NULL,2019,5.718,1.042,0.162,0.191,0.417,1.252,1.263
Norway,"Western Europe",2019,7.554,1.028,0.341,0.271,0.603,1.582,1.488
Pakistan,"Southern Asia",2019,5.653,0.535,0.098,0.22,0.313,0.886,0.677
"Palestinian Territories","Middle East and Northern Africa",2019,4.696,0.672,0.066,0.103,0.225,1.247,0.657
Panama,"Latin America and Caribbean",2019,6.321,0.91,0.054,0.109,0.516,1.442,1.149
Paraguay,"Latin America and Caribbean",2019,5.743,0.777,0.08,0.184,0.514,1.475,0.855
Peru,"Latin America and Caribbean",2019,5.697,0.854,0.027,0.083,0.455,1.274,0.96
Philippines,"Southeastern Asia",2019,5.631,0.657,0.107,0.117,0.558,1.293,0.807
Poland,"Central and Eastern Europe",2019,6.182,0.884,0.05,0.117,0.483,1.438,1.206
Portugal,"Western Europe",2019,5.693,0.999,0.025,0.047,0.508,1.431,1.221
Qatar,"Middle East and Northern Africa",2019,6.374,0.871,0.167,0.22,0.555,1.313,1.684
Romania,"Central and Eastern Europe",2019,6.07,0.825,0.005,0.083,0.462,1.232,1.162
Russia,"Central and Eastern Europe",2019,5.648,0.726,0.031,0.082,0.334,1.452,1.183
Rwanda,"Sub-Saharan Africa",2019,3.334,0.614,0.411,0.217,0.555,0.711,0.359
"Saudi Arabia","Middle East and Northern Africa",2019,6.375,0.795,0.132,0.08,0.439,1.357,1.403
